150	2	3	50	50	50
17.85	0.28
14.7	0.28
15.04	0.26
14.26	0.3
18	0.28
21.06	0.68
15.64	0.42
17	0.3
12.76	0.28
15.19	0.15
19.98	0.3
16.32	0.32
14.4	0.14
12.9	0.11
23.2	0.24
25.08	0.6
21.06	0.52
17.85	0.42
21.66	0.51
19.38	0.45
18.36	0.34
18.87	0.6
16.56	0.2
16.83	0.85
16.32	0.38
15	0.32
17	0.64
18.2	0.3
17.68	0.28
15.04	0.32
14.88	0.32
18.36	0.6
21.32	0.15
23.1	0.28
15.19	0.3
16	0.24
19.25	0.26
17.64	0.14
13.2	0.26
17.34	0.3
17.5	0.39
10.35	0.39
14.08	0.26
17.5	0.96
19.38	0.76
14.4	0.42
19.38	0.32
14.72	0.28
19.61	0.3
16.5	0.28
22.4	6.58
20.48	6.75
21.39	7.35
12.65	5.2
18.2	6.9
15.96	5.85
20.79	7.52
11.76	3.3
19.14	5.98
14.04	5.46
10	3.5
17.7	6.3
13.2	4
17.69	6.58
16.24	4.68
20.77	6.16
16.8	6.75
15.66	4.1
13.64	6.75
14	4.29
18.88	8.64
17.08	5.2
15.75	7.35
17.08	5.64
18.56	5.59
19.8	6.16
19.04	6.72
20.1	8.5
17.4	6.75
14.82	3.5
13.2	4.18
13.2	3.7
15.66	4.68
16.2	8.16
16.2	6.75
20.4	7.2
20.77	7.05
14.49	5.72
16.8	5.33
13.75	5.2
14.3	5.28
18.3	6.44
15.08	4.8
11.5	3.3
15.12	5.46
17.1	5.04
16.53	5.46
17.98	5.59
12.75	3.3
15.96	5.33
20.79	15
15.66	9.69
21.3	12.39
18.27	10.08
19.5	12.76
22.8	13.86
12.25	7.65
21.17	11.34
16.75	10.44
25.92	15.25
20.8	10.2
17.28	10.07
20.4	11.55
14.25	10
16.24	12.24
20.48	12.19
19.5	9.9
29.26	14.74
20.02	15.87
13.2	7.5
22.08	13.11
15.68	9.8
21.56	13.4
17.01	8.82
22.11	11.97
23.04	10.8
17.36	8.64
18.3	8.82
17.92	11.76
21.6	9.28
20.72	11.59
30.02	12.8
17.92	12.32
17.64	7.65
15.86	7.84
23.1	14.03
21.42	13.44
19.84	9.9
18	8.64
21.39	11.34
20.77	13.44
21.39	11.73
15.66	9.69
21.76	13.57
22.11	14.25
20.1	11.96
15.75	9.5
19.5	10.4
21.08	12.42
17.7	9.18
